Booking_ID,Segment_Type,Arrival_Year,Arrival_Month,Arrival_Date,Num_Adults,Num_Children,Num_Week_Nights,Num_Weekend_Nights,Room_Type,Lead_Time,Avg_Room_Price
INN00321,Online,2018,2,22,3,0,2,1,Room_Type 4,27,130
INN00322,Corporate,2018,5,22,1,0,0,1,Room_Type 1,51,65
INN00323,Online,2018,6,17,2,0,2,0,Room_Type 1,245,75
INN00324,Online,2018,7,8,2,1,2,1,Room_Type 1,52,132.9
INN00325,Online,2017,10,18,1,0,0,2,Room_Type 1,13,120
INN00326,Online,2018,11,11,2,0,2,0,Room_Type 1,46,79.2
INN00327,Online,2018,8,28,3,0,1,2,Room_Type 4,84,159.3
INN00328,Online,2018,6,15,1,0,2,0,Room_Type 1,188,130
INN00329,Offline,2017,10,6,2,0,3,0,Room_Type 1,19,90
INN00330,Online,2018,5,27,2,0,2,0,Room_Type 4,67,140.4
INN00331,Online,2017,8,11,2,0,1,0,Room_Type 1,0,75
INN00332,Online,2017,7,17,2,0,2,0,Room_Type 1,273,109
INN00333,Online,2017,7,25,2,0,1,2,Room_Type 1,110,94.5
INN00334,Corporate,2017,12,15,1,0,1,0,Room_Type 1,0,75
INN00335,Offline,2017,10,23,2,0,2,1,Room_Type 4,32,75
INN00336,Offline,2017,10,10,2,0,1,2,Room_Type 1,282,76.67
INN00337,Online,2018,10,2,2,0,2,2,Room_Type 1,38,126
INN00338,Online,2018,7,23,2,0,1,1,Room_Type 1,175,85.5
INN00339,Online,2018,8,18,2,0,3,0,Room_Type 4,143,140.7
INN00340,Online,2018,6,26,2,0,2,2,Room_Type 4,127,103.7
INN00341,Online,2017,9,8,1,0,1,0,Room_Type 1,0,142
INN00342,Online,2018,12,21,2,1,5,2,Room_Type 1,95,103.7
INN00343,Offline,2018,6,6,1,0,2,1,Room_Type 1,118,110
INN00344,Offline,2018,11,10,2,0,3,0,Room_Type 1,45,75
INN00345,Online,2018,7,25,3,0,1,1,Room_Type 4,69,137.7
INN00346,Online,2018,9,7,2,0,1,0,Room_Type 1,57,87.3
INN00347,Complementary,2018,8,24,1,0,2,0,Room_Type 1,5,0
INN00348,Offline,2017,8,14,2,0,2,0,Room_Type 1,39,101.5
INN00349,Online,2018,2,24,2,0,1,0,Room_Type 1,0,97
INN00350,Online,2018,8,15,3,0,1,1,Room_Type 4,89,150.3
INN00351,Online,2018,3,29,2,0,4,0,Room_Type 1,85,82.45
INN00352,Corporate,2018,7,1,1,0,1,0,Room_Type 4,4,103
INN00353,Online,2018,7,5,1,0,6,2,Room_Type 1,11,145
INN00354,Online,2018,7,11,1,0,1,1,Room_Type 1,12,145
INN00355,Online,2018,5,14,2,0,2,2,Room_Type 4,77,134.85
INN00356,Online,2018,10,22,2,1,1,1,Room_Type 6,14,168.25
INN00357,Online,2018,2,28,1,0,1,2,Room_Type 1,1,60
INN00358,Offline,2018,6,13,2,0,3,1,Room_Type 1,133,76
INN00359,Offline,2017,8,10,2,0,2,1,Room_Type 1,3,63.5
INN00360,Offline,2018,9,18,2,0,0,2,Room_Type 1,19,95
INN00361,Offline,2018,9,3,2,0,2,2,Room_Type 4,86,90.95
INN00362,Online,2017,10,16,2,0,2,0,Room_Type 1,23,98.4
INN00363,Online,2018,9,22,2,0,1,0,Room_Type 1,65,135.9
INN00364,Online,2018,11,16,2,0,2,0,Room_Type 4,1,130
INN00365,Online,2017,11,19,2,0,1,0,Room_Type 4,66,81.9
INN00366,Online,2018,2,22,3,0,4,1,Room_Type 1,50,78.85
INN00367,Online,2018,6,26,2,0,3,2,Room_Type 1,87,141.3
INN00368,Offline,2018,4,9,2,0,1,1,Room_Type 1,159,70
INN00369,Online,2018,8,13,2,0,3,2,Room_Type 1,39,170.1
INN00370,Online,2018,10,23,2,0,0,2,Room_Type 1,386,115
INN00371,Online,2017,12,29,2,2,5,0,Room_Type 6,22,199
INN00372,Offline,2018,7,10,2,0,2,2,Room_Type 4,102,82.45
INN00373,Online,2018,10,20,4,0,3,0,Room_Type 7,86,192.86
INN00374,Offline,2017,9,25,2,0,2,2,Room_Type 1,56,185
INN00375,Online,2018,12,10,2,0,6,2,Room_Type 1,36,68.07
INN00376,Online,2018,10,4,2,0,3,0,Room_Type 1,50,118.8
INN00377,Online,2018,10,27,2,0,2,0,Room_Type 4,115,104.4
INN00378,Corporate,2018,3,23,1,0,1,0,Room_Type 1,0,65
INN00379,Online,2018,3,3,2,0,3,1,Room_Type 1,35,71.1
